mwe,,all right,all right,other,be okay,"To be in a satisfactory, safe, healthy, or emotionally stable condition, without serious difficulty or harm.",aller bien | être en état | ça va,,partially_compositional,high,2,"you’re all right, Mom . . .",zone-07/zone-15,"7,15",29.4-35.0 | 69.9-74.8,7,15,3,2,2
mwe,,all right,all right,formulaic_expression,accept proceed,"Signals acceptance, acknowledgment, readiness, or a transition to the next action or topic in conversation.",d’accord | bon | très bien | alors,,partially_compositional,high,2,All right . . .,zone-07/zone-15,"7,15",29.4-35.0 | 69.9-74.8,7,15,3,2,2
mwe,,look up,look up,phrasal_verb,raise gaze,To direct one’s eyes or face upward toward something above.,lever les yeux | regarder en l’air | regarder vers le haut,,mostly_compositional,high,1,A sickening thud sounds from above the ceiling. Erik looks up.,zone-04,4,15.5-20.0,4,4,2,1,2
mwe,,plastic bag,plastic bag,compound,plastic container,"A flexible bag made of plastic material, used for carrying, storing, or packaging objects.",sac en plastique | sac plastique,,fully_compositional,high,1,Aimee and Brigid enter through the main door carrying a few plastic bags.,zone-03/zone-04,"3,4",9.2-15.5 | 15.5-20.0,3,4,2,2,2
mwe,,you guys,you guys,formulaic_expression,plural you,Informal second-person plural address referring collectively to two or more people being spoken to.,vous | vous autres | les gars,,partially_compositional,high,2,I told you guys not to bring anything.,zone-05/zone-20,"5,20",20.0-25.1 | 94.2-100.0,5,20,2,2,2
mwe,,a few,a few,other,small number,"A small number of countable people or things, generally more than one but not many.",quelques | un petit nombre de,,partially_compositional,high,2,Aimee and Brigid enter through the main door carrying a few plastic bags.,zone-04,4,15.5-20.0,4,4,1,1,1
mwe,,big deal,big deal,collocation,important matter,"Something regarded as important, significant, serious, or worthy of considerable attention or concern.",quelque chose d’important | grosse affaire | grand-chose,,partially_compositional,high,3,"“Dancing at weddings always scared the crap out of me, but now it doesn’t seem like such a big deal.",zone-19,19,88.6-94.2,19,19,1,1,1
mwe,,check out,check out,phrasal_verb,look at,"To look at, examine, or pay attention to someone or something, often because it is interesting or noteworthy.",regarder | jeter un œil à | voir,,partially_compositional,high,3,"Erik, check out this fancy chair . . .",zone-09,9,40.3-45.3,9,9,1,1,1
mwe,,chill out,chill out,phrasal_verb,relax,"To become calmer, less tense, less agitated, or more relaxed.",se détendre | se calmer | relaxer,,partially_compositional,high,3,chill out?,zone-20,20,94.2-100.0,20,20,1,1,1
mwe,,come down,come down,phrasal_verb,descend,"To move from a higher level or position to a lower one, especially downstairs in a building.",descendre | venir en bas,,mostly_compositional,high,1,Can you guys come down and talk to me please!,zone-20,20,94.2-100.0,20,20,1,1,1
mwe,,come down to,come down,phrasal_verb,descend,"To move from a higher level or position to a lower one, especially downstairs in a building.",descendre | venir en bas,,mostly_compositional,high,1,Can you guys come down and talk to me please!,zone-20,20,94.2-100.0,20,20,1,1,1
mwe,,come on,come on,formulaic_expression,urge action,"Used to urge, encourage, persuade, or prompt someone to act, move, cooperate, or continue.",allez | viens | vas-y,,partially_compositional,high,3,"Hey, why don’t—all right, Lover-Of-All, come on, come with me, let’s get rid of some of this . . .",zone-15,15,69.9-74.8,15,15,1,1,1
mwe,,crap out,scare the crap out of someone,semi_fixed,frighten intensely,"To frighten someone extremely strongly, causing intense fear or alarm.",faire une peur bleue à | foutre une trouille bleue à | terrifier,,non_compositional,high,4,"“Dancing at weddings always scared the crap out of me, but now it doesn’t seem like such a big deal.",zone-19,19,88.6-94.2,19,19,1,1,1
mwe,,drift off,drift off,phrasal_verb,lose consciousness,"To gradually fall asleep or lose conscious awareness, often gently or without a sharply perceived transition.",s’assoupir | s’endormir | sombrer dans le sommeil,,partially_compositional,high,3,"But while I am still here, I want to say: don’t worry about me once I drift off for good.",zone-17,17,80.3-88.0,17,17,1,1,1
mwe,,end up,end up,phrasal_verb,eventually become,"To eventually reach a particular situation, result, action, or condition, often after an unintended or indirect sequence of events.",finir par | se retrouver à | aboutir à,,partially_compositional,high,3,"Here, give it to me, you’re gonna end up asking me to finish . . .",zone-17,17,80.3-88.0,17,17,1,1,1
mwe,,for good,for good,idiom,permanently,"Permanently and without expectation of return, reversal, or continuation.",pour de bon | définitivement | à jamais,,non_compositional,high,4,"But while I am still here, I want to say: don’t worry about me once I drift off for good.",zone-17,17,80.3-88.0,17,17,1,1,1
mwe,,get it,you got it,formulaic_expression,certainly understood,"Signals confident acknowledgment, agreement, understanding, or willingness to comply with a request.",compris | ça marche | bien sûr,,partially_compositional,high,3,You got it.,zone-06,6,25.1-29.4,6,6,1,1,1
mwe,,get some,get rid of,phrasal_verb,eliminate,"To remove, discard, eliminate, or free oneself from someone or something unwanted or unnecessary.",se débarrasser de | éliminer | se défaire de,,partially_compositional,high,3,"Hey, why don’t—all right, Lover-Of-All, come on, come with me, let’s get rid of some of this . . .",zone-15,15,69.9-74.8,15,15,1,1,1
mwe,,get to,get to,other,have opportunity,"To have the opportunity, privilege, or chance to do something, often implying that the opportunity is valued or noteworthy.",avoir l’occasion de | avoir la chance de | pouvoir,,partially_compositional,high,3,"I got to re-boot my life, it was good . . .",zone-15,15,69.9-74.8,15,15,1,1,1
mwe,,give away,give away,phrasal_verb,give freely,To transfer possession of something to another person without receiving payment or equivalent compensation.,donner | faire cadeau de | céder gratuitement,,mostly_compositional,high,2,Why would they give something this nice away?,zone-10,10,45.3-50.0,10,10,1,1,1
mwe,,go on,go on,phrasal_verb,be happening,"To be taking place, happening, or occurring at a particular time or location.",se passer | avoir lieu | se produire,,partially_compositional,high,3,Is there some kinda construction going on upstairs?,zone-05,5,20.0-25.1,5,5,1,1,1
mwe,,how are you,how are you,formulaic_expression,ask wellbeing,"Conventional greeting or inquiry asking about another person’s health, condition, or general wellbeing.",comment ça va ? | comment allez-vous ? | comment vas-tu ?,,mostly_compositional,high,1,"How are you, Momo?",zone-08,8,35.0-40.3,8,8,1,1,1
mwe,,in one's head,in one's head,semi_fixed,in imagination,"Existing in someone’s thoughts, imagination, perception, or private mental representation rather than necessarily corresponding to external reality.",dans sa tête | dans son esprit | mentalement,,partially_compositional,high,2,in my head it was so normal . . .,zone-16,16,74.8-80.3,16,16,1,1,1
mwe,,keep an eye on,keep an eye on,idiom,monitor carefully,"To watch, monitor, or supervise someone or something attentively, usually to notice problems or changes.",garder un œil sur | surveiller | veiller sur,,partially_compositional,high,3,"We’re fine, babe, just keep an eye on the oven, we’ll be down in a minute.",zone-06,6,25.1-29.4,6,6,1,1,1
mwe,,make out,be made out of,other,be composed of,To consist of or be constructed from a particular material or substance.,être fait de | être fabriqué à partir de | être constitué de,,mostly_compositional,high,2,The cone was made out of grass from my backyard . . . ?,zone-16,16,74.8-80.3,16,16,1,1,1
mwe,,new york,New York,compound,place name,"Proper geographical name referring to New York, here as part of the name New York City.",New York,,non_compositional,high,2,A turn-of-the-century ground-floor/basement duplex tenement apartment in New York City’s Chinatown.,zone-01,1,0.0-4.9,1,1,1,1,1
mwe,,new york city,New York City,compound,city name,"Proper geographical name of the major city in New York State, United States.",New York | ville de New York,,non_compositional,high,2,A turn-of-the-century ground-floor/basement duplex tenement apartment in New York City’s Chinatown.,zone-01,1,0.0-4.9,1,1,1,1,1
mwe,,not bad,not bad,formulaic_expression,fairly acceptable,"Reasonably good, acceptable, or less unpleasant or serious than might have been expected.",pas mal | plutôt bien | pas si mauvais,,partially_compositional,high,2,"If anything, I wish I could’ve known that most of the stuff I did spend my life worrying about wasn’t so bad.",zone-17,17,80.3-88.0,17,17,1,1,1
mwe,,on one's feet,on one's feet,semi_fixed,standing upright,"Standing or supporting oneself upright on one’s feet, especially with reference to physical steadiness or mobility.",debout | sur ses pieds,,mostly_compositional,high,2,Deirdre and Momo exit the bathroom; Momo is shaky on her feet.,zone-05,5,20.0-25.1,5,5,1,1,1
mwe,,one at a time,one at a time,formulaic_expression,individually sequentially,"Individually and in sequence, with only one person or thing acting, occurring, or being handled at each moment.",un à la fois | l’un après l’autre,,mostly_compositional,high,1,"They pass around the smashed pieces of peppermint; they each take a bite, one at a time.",zone-19,19,88.6-94.2,19,19,1,1,1
mwe,,paper plate,paper plate,compound,disposable plate,"A lightweight disposable plate made primarily from paper or paperboard, typically used for serving food.",assiette en carton | assiette en papier,,fully_compositional,high,1,The table is set with six paper plates and napkins with turkeys on them.,zone-03,3,9.2-15.5,3,3,1,1,1
mwe,,pass around,pass around,phrasal_verb,circulate among group,To give something successively from one person to another within a group so that each can receive or use it.,faire passer | faire circuler,,mostly_compositional,high,2,"They pass around the smashed pieces of peppermint; they each take a bite, one at a time.",zone-19,19,88.6-94.2,19,19,1,1,1
mwe,,piece of furniture,piece of furniture,collocation,single furniture item,"One individual item belonging to the uncountable category of furniture, such as a chair, table, or cabinet.",meuble | élément de mobilier,,fully_compositional,high,1,An urban recliner is the only piece of furniture upstairs.,zone-02,2,4.9-9.2,2,2,1,1,1
mwe,,piss off,be pissed off,other,be angry,"To be very annoyed, irritated, or angry, especially in informal or vulgar speech.",être énervé | être furieux | être vénère,,partially_compositional,high,3,"pissed off: “Trust me, I’d",zone-13,13,60.1-65.1,13,13,1,1,1
mwe,,rid of,get rid of,phrasal_verb,eliminate,"To remove, discard, eliminate, or free oneself from someone or something unwanted or unnecessary.",se débarrasser de | éliminer | se défaire de,,partially_compositional,high,3,"Hey, why don’t—all right, Lover-Of-All, come on, come with me, let’s get rid of some of this . . .",zone-15,15,69.9-74.8,15,15,1,1,1
mwe,,set up,set up,phrasal_verb,establish arrange,"To establish, arrange, assemble, or prepare something so that it is ready for use or operation.",installer | aménager | mettre en place,,partially_compositional,high,2,"It’s good, right?—I can set up my music workspace downstairs",zone-09,9,40.3-45.3,9,9,1,1,1
mwe,,take a bite,take a bite,collocation,bite food,To bite into food and remove or eat a small portion of it.,prendre une bouchée | mordre dans,,fully_compositional,high,1,"They pass around the smashed pieces of peppermint; they each take a bite, one at a time.",zone-19,19,88.6-94.2,19,19,1,1,1
mwe,,take in,take in,phrasal_verb,observe comprehensively,"To look at and mentally absorb the overall appearance, extent, or details of a place or scene.",observer | embrasser du regard | prendre la mesure de,,partially_compositional,high,3,He takes in the space.,zone-03,3,9.2-15.5,3,3,1,1,1
mwe,,there we go,there we go,formulaic_expression,reassure progress,"Signals that an action is proceeding successfully or that a desired state has been achieved, often while helping or encouraging someone.",voilà | et voilà | ça y est,,partially_compositional,high,3,"there we go, Mom, there we go . . .",zone-13,13,60.1-65.1,13,13,1,1,1
mwe,,there you go,there you go,formulaic_expression,reassure assist,"Signals successful completion, assistance, or reassurance while giving, positioning, supporting, or helping someone.",voilà | et voilà | tiens,,partially_compositional,high,3,"I gotcha, Mom, there you go . . .",zone-05,5,20.0-25.1,5,5,1,1,1
mwe,,worked up,get worked up,other,become agitated,"To become emotionally agitated, anxious, upset, or excessively concerned about something.",s’énerver | s’angoisser | se monter la tête,,partially_compositional,high,3,"Maybe it’s because this disease has me forgetting the worst stuff, but right now I’m feeling nothing about this life was worth getting so worked up about.",zone-17,17,80.3-88.0,17,17,1,1,1
mwe,,go to,be going to,other,future intention,"Marks a future action, event, or intended course as expected, planned, or likely to occur.",aller | avoir l’intention de | être sur le point de,,partially_compositional,high,2,"We’re gonna have Thanksgiving at your granddaughter’s new place, / that sound good?",zone-06/zone-08/zone-17/zone-19,"6,8,17,19",25.1-29.4 | 35.0-40.3 | 80.3-88.0 | 88.6-94.2,6,19,5,4,5
mwe,,all over,all over the place,idiom,widely scattered,Distributed widely or irregularly across many locations or directions rather than concentrated in one place.,partout | un peu partout | dans tous les sens,,partially_compositional,high,2,[all over the place] . . .,zone-12,12,55.2-60.1,12,12,1,1,1
mwe,,all over the place,all over the place,idiom,widely scattered,Distributed widely or irregularly across many locations or directions rather than concentrated in one place.,partout | un peu partout | dans tous les sens,,partially_compositional,high,2,[all over the place] . . .,zone-12,12,55.2-60.1,12,12,1,1,1
mwe,,take to,take someone forever,semi_fixed,take very long,"To require an extremely long time for someone to complete or accomplish something, usually with deliberate exaggeration rather than literal permanence.",prendre une éternité à quelqu’un | prendre un temps fou à quelqu’un | être interminable,,partially_compositional,high,3,This is taking me forever to type.,zone-19,19,88.6-94.2,19,19,1,1,1
